Epoch,Loss
1,0.36232060194015503
2,0.34861254692077637
3,0.33742550015449524
4,0.328808456659317
5,0.3222595453262329
6,0.31702810525894165
7,0.31257516145706177
8,0.3085791766643524
9,0.3048863410949707
10,0.3014480471611023
11,0.29816141724586487
12,0.2948368787765503
13,0.2916472256183624
14,0.28849801421165466
15,0.2855144739151001
16,0.2824867367744446
17,0.2795296311378479
18,0.27658867835998535
19,0.27363985776901245
20,0.27076905965805054
21,0.268028199672699
22,0.2652924656867981
23,0.2625497877597809
24,0.25977402925491333
25,0.2569950222969055
26,0.25427159667015076
27,0.25163280963897705
28,0.24903029203414917
29,0.24634084105491638
30,0.24374660849571228
31,0.24108052253723145
32,0.2384149134159088
33,0.23584212362766266
34,0.2333548665046692
35,0.23083603382110596
36,0.22827187180519104
37,0.2257733792066574
38,0.22330047190189362
39,0.22080618143081665
40,0.2183798998594284
41,0.21597707271575928
42,0.2135758101940155
43,0.21114763617515564
44,0.20877209305763245
45,0.20638850331306458
46,0.20397762954235077
47,0.20157694816589355
48,0.19921468198299408
49,0.19679591059684753
50,0.19439373910427094
51,0.19195692241191864
52,0.18951326608657837
53,0.18705493211746216
54,0.1846921592950821
55,0.18232451379299164
56,0.17990261316299438
57,0.17753224074840546
58,0.17517778277397156
59,0.17285682260990143
60,0.1705753356218338
61,0.16831330955028534
62,0.16609519720077515
63,0.16391614079475403
64,0.1617174744606018
65,0.15948624908924103
66,0.15728843212127686
67,0.15507082641124725
68,0.15284395217895508
69,0.15063512325286865
70,0.14838965237140656
71,0.14613790810108185
72,0.1438736468553543
73,0.14165669679641724
74,0.1394357979297638
75,0.13725361227989197
76,0.13507547974586487
77,0.13289257884025574
78,0.13080741465091705
79,0.12875714898109436
80,0.12681953608989716
81,0.12482945621013641
82,0.12287139892578125
83,0.12095232307910919
84,0.11911794543266296
85,0.11725908517837524
86,0.11547510325908661
87,0.11371655762195587
88,0.1119653731584549
89,0.11031480133533478
90,0.1087232232093811
91,0.10717582702636719
92,0.10569486767053604
93,0.10428960621356964
94,0.10292233526706696
95,0.10155664384365082
96,0.10028046369552612
97,0.09901348501443863
98,0.09784429520368576
99,0.09670618176460266
100,0.09567137807607651
101,0.09471395611763
102,0.0937814712524414
103,0.0928647369146347
104,0.091973677277565
105,0.09112007170915604
106,0.09028717875480652
107,0.08949287980794907
108,0.08870573341846466
109,0.0880029946565628
110,0.08723095059394836
111,0.08653972297906876
112,0.08586835116147995
113,0.08524687588214874
114,0.08463500440120697
115,0.08400882035493851
116,0.08345441520214081
117,0.0828733891248703
118,0.08232950419187546
119,0.08178150653839111
120,0.08126142621040344
121,0.08075530081987381
122,0.0802457258105278
123,0.0797886848449707
124,0.07930686324834824
125,0.07888992875814438
126,0.07841836661100388
127,0.07802379876375198
128,0.07757749408483505
129,0.07722162455320358
130,0.07683216035366058
131,0.07645310461521149
132,0.07607688009738922
133,0.07571421563625336
134,0.07537847757339478
135,0.07502342760562897
136,0.07471631467342377
137,0.07439099252223969
138,0.07404214143753052
139,0.0737578421831131
140,0.07345061004161835
141,0.07317706942558289
142,0.07286211848258972
143,0.07255914062261581
144,0.07229355722665787
145,0.07202625274658203
146,0.07173594832420349
147,0.07146941125392914
148,0.07120393961668015
149,0.07097531110048294
150,0.07067911326885223
151,0.07047216594219208
152,0.07024623453617096
153,0.0700070932507515
154,0.06976635754108429
155,0.06955502927303314
156,0.06933440268039703
157,0.06911835819482803
158,0.06890236586332321
159,0.06871736794710159
160,0.06845711171627045
161,0.06831386685371399
162,0.06812530755996704
163,0.0679437518119812
164,0.06777048110961914
165,0.06759893149137497
166,0.06734566390514374
167,0.06721968948841095
168,0.06701719015836716
169,0.06684765964746475
170,0.06668289005756378
171,0.06649171561002731
172,0.06631393730640411
173,0.0661626011133194
174,0.06602762639522552
175,0.06584884971380234
176,0.0656287744641304
177,0.06545795500278473
178,0.06528960168361664
179,0.0651039332151413
180,0.06495282053947449
181,0.06481476873159409
182,0.06463814526796341
183,0.06447788327932358
184,0.06432396918535233
185,0.0641712173819542
186,0.06401890516281128
187,0.06387514621019363
188,0.06371387094259262
189,0.06359419226646423
190,0.06343308836221695
191,0.0632932186126709
192,0.06312403827905655
193,0.0630095824599266
194,0.06287727504968643
195,0.06272674351930618
196,0.06261035054922104
197,0.062484629452228546
198,0.062321778386831284
199,0.06221313029527664
200,0.062050022184848785
201,0.061916597187519073
202,0.06183948367834091
203,0.06167040765285492
204,0.06154974550008774
205,0.06142927706241608
206,0.06129003316164017
207,0.061153605580329895
208,0.061052948236465454
209,0.06091148406267166
210,0.060795292258262634
211,0.06069350987672806
212,0.060575589537620544
213,0.060477808117866516
214,0.06035742908716202
215,0.06024489551782608
216,0.060131095349788666
217,0.06000544875860214
218,0.059892743825912476
219,0.05978962033987045
220,0.05968106538057327
